hotel_name,location,landmark,ratings,info,price,tag,accessibility,occupancy_details,description
Traverse Luxe Hostel Palolem,Palolem,null,4.1,"['Caretaker', 'Housekeeping']",₹910 per night,null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendlyBeachsidecottagewithacaretaker&yogasessions
Caphina Coastal Comforts,Benaulim,| About a minute walk to Palolem Beach,4.8,"['Swimming Pool', 'Kids Play Area']","₹1,732 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendlyFreeCancellationBook@₹0available
"La Estoria, Goa - IHCL SeleQtions",Candolim,Ends  in  02h:  59m:  10s,3.9,"['Spa', 'Swimming Pool']","₹8,454 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Mountain Palm Patnem Beach,Palolem,| 8 minutes walk to Benaulim Beach,4.6,"['Swimming Pool', 'Spa']","₹2,528 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Santana Beach Resort,Candolim,Ends  in  02h:  59m:  10s,4.4,"['Gym', 'Indoor Games']","₹5,090 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges10%offonF&Bservices
Candolim Sands,Candolim,| 4-5 minutes walk from Candolim Beach,3.4,"['Swimming Pool', 'Gym']","₹1,821 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastavailableatextracharges
Sand Tent Beach House,Palolem,| 2.2 km drive to Palolem Beach,4.5,"['Entire Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹4,006 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 3 guests,
"Okean De Goa : A luxury Getaway, Near Beach",Vagator,| 4-5 minutes walk from Candolim Beach,3.8,"['Caretaker', 'Free Wi-Fi']","₹3,240 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Aqua Marina Beach Cottages | Pool & Cafe,Calangute,| 8 minutes walk to Candolim Beach,3.6,"['Swimming Pool', 'Restaurant']","₹3,740 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesCottagewithacaretaker,kidsplayground&beachactivities"
Acron Candolim Regina,Candolim,| About a minute walk to Palolem Beach,3.8,"['Entire Apartment', '| 2 Bedrooms | Sleeps 6 guests']","₹6,124 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges15%DiscountOnF&BServices
Caravela Beach Resort,Varca Beach,| 3.0 km drive to Vagator Beach,4.4,"['Housekeeping', 'Caretaker']","₹1,01,099 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Kay's Riverview Resort,Baga,| 3-4 minutes walk from Candolim Beach,3.8,"['Gym', 'Swimming Pool']","₹2,366 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges100INRFixedDiscountOnAirportTransfer
Makarios Boutique-Poolside Rooms,Baga,| 4-5 minutes walk from Candolim Beach,4.2,"['Beds in a Hostel', '| 2 Dorm Beds']","₹2,952 per night",Like a 3 Star,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,"Greek-style,pet-friendlyhomestaywithasunterrace"
Hotel Regent Laguna,Anjuna,| About a minute walk to Varca Beach,3.6,"['Swimming Pool', 'Lounge']","₹3,710 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
Marcelo Place 3,Baga,| 1.7 km drive to Baga Beach,3.6,"['Jacuzzi', 'Spa']","₹2,804 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 3 guests,
Sulcar Holiday home,Calangute,| 4-5 minutes walk from Baga Beach,4.5,"['Room in an Apartment', '| 1 Bedroom | Sleeps 3 guests']","₹2,106 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyFreeCancellationBook@₹0availableRoomsinanapartmentwithakitchen,caretaker,beachaccess&parking"
Fairfield by Marriott Goa Anjuna,Anjuna,Ends  in  02h:  59m:  12s,4,"['Free Wi-Fi', 'Washing Machine']","₹7,025 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastavailableatextrachargesComplimentary2beersonarrival
"The Fern Kesarval Hotel & Spa Verna Plateau, Goa",Mormugao,| 4-5 minutes walk from Anjuna Beach,3.7,"['Swimming Pool', 'Restaurant']","₹4,042 per night",null,null,null,"CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesComplimentaryRoomUpgrade,SubjecttoAvailability"
Sai Residency Baga,Baga,| 3 minutes walk to Baga Beach,3.7,"['| 1 Bedroom | Sleeps 3 guests', 'Housekeeping']","₹1,575 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Beachfront Resort,Calangute,| About a minute walk to Calangute Beach,3.4,"['Pool/ Beach towels', 'Swimming Pool']","₹2,421 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Jeet Hostel and Rooms Palolem Goa,Palolem,| 2.6 km drive to Anjuna Beach,4.6,"['Kitchenette', 'Swimming Pool']","₹1,591 per night",null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendlyFreeCancellationBook@₹0available
BluO Amani Vagator - Boutique Hotel Goa,Vagator,null,3.8,"['Gym', 'Swimming Pool']","₹5,299 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Golden Tulip Goa Vagator,Vagator,| 6 minutes walk to Baga Beach,4.8,"['Jacuzzi', 'Swimming Pool']","₹5,889 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availableEnjoyHappyHourswith1+1offer
Village Susegat Beach Resort Goa,Morjim,| 2 minutes walk to Calangute Beach,3.5,"['Kids Play Area', 'Room in an Apartment']","₹2,952 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Castle House Calangute,Calangute,| 3 minutes walk to Palolem Beach,4.2,"['| 1 Bedroom | Sleeps 2 guests', 'Swimming Pool']","₹4,141 per night",null,null,null,CoupleFriendlyBreakfastIncluded
City Pride Rooms & Dormitory Panjim,Panjim,| 2.1 km drive to Vagator Beach,4.3,"['Reception', 'Swimming Pool']",₹720 per night,null,Beds in a Hostel,| 2 Dorm Beds,
Regenta Inn Palacio De Goa,Panjim,| 9 minutes walk to Vagator Beach,3.9,"['Spa', 'Beds in a Hostel']","₹6,012 per night",null,null,null,CoupleFriendlyBreakfastIncluded10%offonFood&Beverages
Sort By Stays Anjuna,Anjuna,| About a minute walk to Morjim Beach,4.6,"['| 2 Dorm Beds', 'Kitchenette']","₹3,529 per night",Like a 3 Star,Beds in a Hostel,| 2 Dorm Beds,"CoupleFriendlyFreeCancellationBook@₹0availableTranquilhostelfeaturingalivingroom,indoorgames&abar"
Red Thread Calangute,Calangute,| 4-5 minutes walk from Calangute Beach,4.3,"['Restaurant', 'Room in an Apartment']","₹4,800 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
The Sincro Hotel,Margao,| 6 minutes walk to Deltin Royale,4,"['| 1 Bedroom | Sleeps 3 guests', 'Reception']","₹1,543 per night",null,null,null,CoupleFriendlyBreakfastIncluded
ECO WOODEN HOMES,Benaulim,| 1.4 km drive to Deltin Royale,5,"['Housekeeping', 'Gym']","₹3,963 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,Breakfastavailableatextracharges
"ZIVA SUITES, a Boutique Hotel",Siolim,| 840 m drive to Anjuna Beach,4.6,"['Swimming Pool', '| 1 Bedroom | Sleeps 4 guests']","₹5,336 per night",null,null,null,CoupleFriendlyBreakfastIncluded10%offonsessionofSpa
Magnum Resorts- Near Candolim Beach,Candolim,| 1.4 km drive to Calangute Beach,3.9,"['Reception', 'Housekeeping']","₹2,292 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges10%OffonF&Bservices
White Woods Resort & Spa,Morjim,null,4.3,"['Beds in a Hostel', '| 2 Dorm Beds']","₹4,717 per night",null,null,null,CoupleFriendlyBreakfastIncludedGuaranteed15%DiscountonF&Bservices
Spazio Leisure Resort,Anjuna,| About a minute walk to Sernabatim Beach,3.7,"['Lounge', 'Restaurant']","₹3,741 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
The Byke Royal Pearl Anjuna,Vagator,null,4,"['Room in an Apartment', '| 1 Bedroom | Sleeps 3 guests']","₹2,854 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
"Holiday Inn Goa, Candolim",Candolim,| 7 minutes walk to Candolim Beach,4.2,"['Reception', 'Housekeeping']","₹11,450 per night",null,null,null,"CoupleFriendlyBreakfastavailableatextracharges15%discountonselectspatherapies,food&beverages"
Dew Drop| Rooms with Wi-Fi,Panjim,| 4 minutes walk to Morjim Beach,4,"['Spa', 'Swimming Pool']","₹2,389 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,
Crystal Goa | Rooms & Free Wi-Fi,Palolem,| 8 minutes walk to Anjuna Beach,4,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹2,972 per night",null,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyGoanhomewitharestaurant,caretaker&balconysit-out"
TreeHouse MARS Beach Cottages,Calangute,| 2.1 km drive to Vagator Beach,4.2,"['Housekeeping', 'Seating Area']","₹5,432 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextrachargesWoodenCottageswithmodernfacilities&commonswimmingpool.
Riva Gold Coast,Candolim,| 4-5 minutes walk from Sinquerium Beach,3.9,"['Swimming Pool', 'Water Sports']","₹5,829 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Nazri Resort & Lawns Baga,Baga,| About a minute walk to Caranzalem Beach,3.9,"['Swimming Pool', 'Water Sports']","₹3,960 per night",null,null,null,CoupleFriendlyBreakfastIncluded10%offonsessionofSpa
TROPICAL WAVE HOSTEL,Morjim,| 2 minutes walk to Palolem Beach,4.8,"['Room in a Cottage', '| 1 Bedroom | Sleeps 3 guests']","₹2,244 per night",null,Bed in a Hostel,| 2 Dorm Beds,CoupleFriendly
Royal Heritage Resort,Calangute,| 5 minutes walk to Calangute Beach,3.7,"['Caretaker', 'Housekeeping']","₹1,920 per night",Like a 3 Star,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastavailableatextracharges
Mansao Curtorim: A CGH Earth SAHA Experience,South Goa,| 5 minutes walk to Candolim Beach,4.1,"['Swimming Pool', 'Restaurant']","₹11,274 per night",Like a 4 Star,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,"CoupleFriendlyBreakfastIncludedApartmentwithalibrary,dininghall,loungearea&Wi-Fi"
3102bce - A Vedic Resort,Vagator,| 6 minutes walk to Baga Beach,4.4,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹7,636 per night",null,null,null,"CoupleFriendlyBreakfastIncludedEnjoyHappyHourswith2+1offeronAlcoholicDrinks,SoftBeverages"
So My Resorts (SoMy Resorts),Calangute Baga Road,| 7 minutes walk to Morjim Beach,4.2,"['Shared Swimming Pool', 'Caretaker']","₹5,316 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
"Taj Exotica Resort & Spa, Goa",Benaulim,| 4-5 minutes walk from Calangute Beach,4.7,"['Spa', 'Swimming Pool']","₹37,125 per night",null,null,null,CoupleFriendlyBreakfastIncludedGetaTajGiftCardworthatleastINR500forF&B&Spa
Golden Tulip Goa Candolim,Candolim,null,4.1,"['Gym', 'Swimming Pool']","₹7,423 per night",null,null,null,CoupleFriendlyBreakfastIncluded
Ticlo Resorts,Calangute Baga Road,| 1.7 km drive to Vagator Beach,3.9,"['Water Sports', 'Indoor Games']","₹3,248 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastavailableatextracharges
Boshan Hotels,Mapusa,| 10 minutes walk to Calangute Beach,4,"['Room in a Homestay', '| 1 Bedroom | Sleeps 4 guests']","₹3,095 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Agonda Paradise Beach Huts,Agonda,| 2 minutes walk to Benaulim Beach,4.3,"['Swimming Pool', 'Pool/ Beach towels']","₹4,537 per night",Like a 3 Star,Room in a Beach Hut,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Hotel Gopika International,Panjim,| 1.3 km drive to Candolim Beach,4,"['Swimming Pool', 'Restaurant']","₹3,016 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0availablePayAtHotel
Calux Joia Do Mar Resort,Calangute,| 8 minutes walk to Calangute Beach,4,"['Room in a Homestay', '| 1 Bedroom | Sleeps 3 guests']","₹3,864 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Monkey Mind Hostel | Dorms & Wi-Fi,Margao,| 7 minutes walk to Mapusa Bus Stand,4.2,"['Pool/ Beach towels', 'Caretaker']","₹1,264 per night",Like a 3 Star,Beds in a Hostel,| 2 Dorm Beds,"Spacioushostelofferingakitchenette,caretakerandlivingroom"
Falcon Resorts by Dia Hotels,Calangute Baga Road,| 4 minutes walk to Agonda Beach,3.6,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹2,150 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
Sundaze Guesthouse | Rooms & Caretaker,Panjim,| 6 minutes walk to Miramar Beach,3.3,"['Reception', 'Housekeeping']","₹1,701 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,
Vila Do Flor Goa,Assagao,| 1.2 km drive to Calangute Beach,3.9,"['Jacuzzi', 'Swimming Pool']","₹2,024 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastavailableatextrachargesGuaranteed15%Discountonalacarte
Rahi Coral Beach Resort,Calangute Baga Road,null,3.1,"['Swimming Pool', 'Restaurant']","₹2,260 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Veeraas Calangute 2BHK - Premium Apartment with Pool,Calangute,| 9 minutes walk to Calangute Beach,4.7,"['24-hour Room Service', 'Swimming Pool']","₹7,062 per night",Like a 4 Star,Entire Apartment,| 2 Bedrooms | Sleeps 8 guests,"CoupleFriendlyApartmentwithapool,kitchen,livingroom&lawnsit-outs"
The Westin Goa,Anjuna,null,4.5,"['24-hour Room Service', 'Beds in a Hostel']","₹17,875 per night",null,null,null,"CoupleFriendlyFreeCancellationBreakfastIncludedEnjoycomplimentarybeeronarrival,beachtransfers&dailykidsactivities!"
Whispering Palms Beach Resort,Candolim,null,3.9,"['| 2 Dorm Beds', 'Kitchenette']","₹8,421 per night",null,null,null,CoupleFriendlyBreakfastIncluded10%offonsessionofSpa
O9,Mapusa,| 7 minutes walk to Calangute Beach,3.9,"['Living Room', 'Swimming Pool']","₹1,614 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
GT Boutique Resort Anjuna,Anjuna,Ends  in  18h:  04m:  06s,2.9,"['Vehicle Rentals', 'Gym']","₹2,306 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
SPACELAND Mandrem,Mandrem Beach,| 1.4 km drive to Candolim Beach,4.5,"['Swimming Pool', 'Water Sports']",₹794 per night,null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendlyHostelfeaturingarooftopbarandcafe&indoorgames
JP Resort,Arambol,| 4-5 minutes walk from Anjuna Beach,3.9,"['Beach club', 'Swimming Pool']","₹4,124 per night",null,null,null,CoupleFriendlyFreeCancellationBook@₹0availableBreakfastavailableatextracharges
All Seasons Homestay,Bogmalo,| 7 minutes walk to Candolim Beach,4.4,"['Restaurant', 'Beds in a Hostel']","₹1,543 per night",null,Room in a Homestay,| 1 Bedroom | Sleeps 4 guests,"Homestayfeaturingacaretaker,balcony,parking&sit-outs"
Woke Morjim Hostel | Rooms & Dorms,Morjim,| 3 minutes walk to Mapusa Bus Stand,4.2,"['| 2 Dorm Beds', 'Lounge']","₹1,307 per night",null,Beds in a Hostel,| 2 Dorm Beds,CoupleFriendly
Radisson Blu Resort Goa,Cavelossim,| 4-5 minutes walk from Anjuna Beach,4.5,"['Caretaker', 'Restaurant']","₹16,997 per night",null,null,null,"CoupleFriendlyBreakfastIncludedEnjoy10%offonspa,food&drinks,onceduringthestay"
Margaritas Residency.,Benaulim,| 2 minutes walk to Mandrem Beach,4.2,"['Beds in a Hostel', '| 2 Dorm Beds']","₹2,037 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 3 guests,CoupleFriendly
Hotel Traveller's Inn,Panjim,| 10 minutes walk to Mandrem Beach,4,"['Kitchenette', 'Lounge']","₹2,529 per night",null,null,null,FreeCancellationBook@₹0available
Amara Oceanfront Resort & Club Baga,Baga,| 5 minutes walk to Bogmalo Beach,3.3,"['Jacuzzi', 'Restaurant']","₹5,568 per night",null,null,null,"CoupleFriendlyBreakfastavailableatextrachargesBeachclub,cabanas&sea-viewroomssetinalivelyambience"
Marcello Villa | Rooms & Caretaker,Baga,| 8 minutes walk to Morjim Beach,3,"['24-hour Room Service', 'Room in a Cottage']","₹1,073 per night",null,Room in a Villa,| 1 Bedroom | Sleeps 12 guests,
Wild Berry Resort,South Goa,| 5 minutes walk to Cavelossim Beach,3.9,"['| 1 Bedroom | Sleeps 4 guests', 'Free Wi-Fi']","₹5,534 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastIncludedCottagewithanoutdoorpool&tropicalgarden
Grande Ave Maria Resort,Candolim,| 2.3 km drive to Benaulim Beach,3.7,"['Shared Kitchen', 'Spa']","₹3,188 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges
The Tamarind Hotel,Anjuna,null,4,"['Swimming Pool', 'Restaurant']","₹4,236 per night",null,null,null,CoupleFriendlyBreakfastIncludedEnjoyacomplementarybeerasawelcomedrink
Lambana Resort,Calangute Baga Road,| About a minute walk to Baga Beach,4,"['Swimming Pool', 'Spa']","₹3,160 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Hyatt Centric Candolim Goa,Calangute,| 1.5 km drive to Baga Beach,4.4,"['Swimming Pool', 'Restaurant']","₹14,127 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedBook@₹0available
Little India Beach Cottages | Rooms & Wi-Fi,Calangute,| 2.4 km drive to Agonda Beach,4,"['Swimming Pool', 'Spa']","₹6,488 per night",Like a 3 Star,Room in a Cottage,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Villa Ikebana | Rooms & Pool,Vagator,| 3 minutes walk to Candolim Beach,4.1,"['Spa', 'Swimming Pool']","₹2,621 per night",Like a 3 Star,Room in a Villa,| 1 Bedroom | Sleeps 4 guests,
"Riritana Resort Residences, Dabolim",Mormugao,null,3.5,"['Room in a Villa', '| 1 Bedroom | Sleeps 4 guests']","₹2,546 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Sharanam Greens Resort,Calangute,| 7 minutes walk to Calangute Beach,3.8,"['Caretaker', 'Housekeeping']","₹2,996 per night",null,null,null,CoupleFriendlyBreakfastavailableatextracharges10%DiscountonAirportTransfer
Dom Carlos Apartments,Arpora,| 9 minutes walk to Candolim Beach,4.2,"['Room in a Cottage', '| 1 Bedroom | Sleeps 4 guests']","₹1,900 per night",null,Entire Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Henry's Place.,Calangute,| 1-2 minutes walk from Calangute Beach,4.5,"['Caretaker', 'Restaurant']","₹1,543 per night",null,null,null,CoupleFriendly
"Lazy Lagoon, A Lemon Tree Resort, Goa, Baga",Baga,null,3.8,"['Swimming Pool', 'Restaurant']","₹8,119 per night",null,null,null,"CoupleFriendlyBreakfastavailableatextrachargesEnjoy2FreePintsofBeerperStay,OnUs!"
Samara Holiday Homes Calangute,Calangute,| 5.0 km drive to Goa International Airport,null,"['Swimming Pool', 'Restaurant']","₹1,477 per night",null,Room in an Apartment,| 1 Bedroom | Sleeps 4 guests,CoupleFriendlyBreakfastavailableatextracharges
Riviera Sapphire Holiday Homes,Siolim,| 4-5 minutes walk from Candolim Beach,4.1,"['Gym', 'Swimming Pool']","₹4,104 per night",Like a 3 Star,Entire Homestay,| 1 Bedroom | Sleeps 4 guests,CoupleFriendly
Fairfield by Marriott Goa Calangute,Calangute,| 2.7 km drive to Baga Beach,4.3,"['Bed in a Hostel', '| 2 Dorm Beds']","₹8,269 per night",null,null,null,CoupleFriendlyFreeCancellationBreakfastIncludedGet20%offon60to90-minutespatreatments
The Funky Monkey Hostel,Anjuna,| 2-3 minutes walk from Calangute Beach,4.2,"['Kitchenette', 'Living Room']","₹2,438 per night",null,Beds in a Hostel,| 2 Dorm Beds,"FreeCancellationBook@₹0availableHostelfeaturingacafe,indoorgames&freeWi-Fi"
Hotel Goan Maharaja,Verna,Ends  in  18h:  04m:  08s,2.5,"['Room in an Apartment', '| 1 Bedroom | Sleeps 4 guests']","₹1,897 per night",null,null,null,FreeCancellationBook@₹0availableBreakfastavailableatextracharges
